league,season,team,game,date,round,day,venue,result,GF,GA,opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,time,match_report
,2022,Ecuador,2022-09-23 Saudi Arabia-Saudi Arabia,2022-09-23,Friendlies (M),Fri,Neutral,D,0,0,Saudi Arabia,,0,,,1,0,0,0,0,20:00:00,/en/matches/6f61851c/Saudi-Arabia-Ecuador-September-23-2022-Friendlies-M
,2022,Ecuador,2022-09-27 Japan-Japan,2022-09-27,Friendlies (M),Tue,Neutral,D,0,0,Japan,,0,,,1,0,0,0,0,13:55:00,/en/matches/f4513452/Japan-Ecuador-September-27-2022-Friendlies-M
,2022,Ecuador,2022-11-12 Iraq-Iraq,2022-11-12,Friendlies (M),Sat,Neutral,D,0,0,Iraq,,0,,,1,0,0,0,0,18:30:00,/en/matches/bb8b2529/Ecuador-Iraq-November-12-2022-Friendlies-M
,2022,Ecuador,2022-11-20 Qatar-Qatar,2022-11-20,Group stage,Sun,Neutral,W,2,0,Qatar,0,0,0,,1,0,0,0,0,19:00:00,/en/matches/1b2886ce/Qatar-Ecuador-November-20-2022-World-Cup
,2022,Ecuador,2022-11-25 Netherlands-Netherlands,2022-11-25,Group stage,Fri,Neutral,D,1,1,Netherlands,1,1,0,0.0,0,0,0,0,0,19:00:00,/en/matches/dd581756/Netherlands-Ecuador-November-25-2022-World-Cup
,2022,Ecuador,2022-11-29 Senegal-Senegal,2022-11-29,Group stage,Tue,Neutral,L,1,2,Senegal,3,2,1,33.3,0,1,1,0,0,18:00:00,/en/matches/d33eadf0/Ecuador-Senegal-November-29-2022-World-Cup
,2022,England,2021-03-25 England-San Marino,2021-03-25,First round,Thu,Home,W,5,0,San Marino,0,0,0,,1,0,0,0,0,19:45:00,/en/matches/cbc6958a/England-San-Marino-March-25-2021-WCQ----UEFA-M
,2022,England,2021-03-28 Albania-England,2021-03-28,First round,Sun,Away,W,2,0,Albania,0,0,0,,1,0,0,0,0,18:00:00,/en/matches/c85000c6/Albania-England-March-28-2021-WCQ----UEFA-M
,2022,England,2021-03-31 England-Poland,2021-03-31,First round,Wed,Home,W,2,1,Poland,1,1,0,0.0,0,0,0,0,0,19:45:00,/en/matches/3b0947fb/England-Poland-March-31-2021-WCQ----UEFA-M
,2022,England,2021-09-02 Hungary-England,2021-09-02,First round,Thu,Away,W,4,0,Hungary,1,0,1,100.0,1,0,0,0,0,20:45:00,/en/matches/7612db0b/Hungary-England-September-2-2021-WCQ----UEFA-M
,2022,England,2021-09-05 England-Andorra,2021-09-05,First round,Sun,Home,W,4,0,Andorra,1,0,1,100.0,1,0,0,0,0,17:00:00,/en/matches/cebf498c/England-Andorra-September-5-2021-WCQ----UEFA-M
,2022,England,2021-09-08 Poland-England,2021-09-08,First round,Wed,Away,D,1,1,Poland,4,1,3,75.0,0,0,0,0,0,20:45:00,/en/matches/d13f36b8/Poland-England-September-8-2021-WCQ----UEFA-M
,2022,England,2021-10-09 Andorra-England,2021-10-09,First round,Sat,Away,W,5,0,Andorra,0,0,0,,1,0,0,0,0,20:45:00,/en/matches/aaa2a351/Andorra-England-October-9-2021-WCQ----UEFA-M
,2022,England,2021-10-12 England-Hungary,2021-10-12,First round,Tue,Home,D,1,1,Hungary,1,1,0,0.0,0,1,1,0,0,19:45:00,/en/matches/ff6936ad/England-Hungary-October-12-2021-WCQ----UEFA-M
,2022,England,2021-11-12 England-Albania,2021-11-12,First round,Fri,Home,W,5,0,Albania,4,0,4,100.0,1,0,0,0,0,19:45:00,/en/matches/a7100028/England-Albania-November-12-2021-WCQ----UEFA-M
,2022,England,2021-11-15 San Marino-England,2021-11-15,First round,Mon,Away,W,10,0,San Marino,1,0,1,100.0,1,0,0,0,0,20:45:00,/en/matches/4a3eae2f/San-Marino-England-November-15-2021-WCQ----UEFA-M
,2022,England,2022-03-26 Switzerland-Switzerland,2022-03-26,Friendlies (M),Sat,Neutral,W,2,1,Switzerland,,1,,,0,0,0,0,0,17:30:00,/en/matches/3a98668d/England-Switzerland-March-26-2022-Friendlies-M
,2022,England,2022-03-29 Côte d'Ivoire-Côte d'Ivoire,2022-03-29,Friendlies (M),Tue,Neutral,W,3,0,Côte d'Ivoire,,0,,,1,0,0,0,0,19:45:00,/en/matches/ed214e41/England-Cote-dIvoire-March-29-2022-Friendlies-M
,2022,England,2022-11-21 IR Iran-IR Iran,2022-11-21,Group stage,Mon,Neutral,W,6,2,IR Iran,3,2,1,33.3,0,1,1,0,0,16:00:00,/en/matches/d8a472c1/England-IR-Iran-November-21-2022-World-Cup
,2022,England,2022-11-25 United States-United States,2022-11-25,Group stage,Fri,Neutral,D,0,0,United States,1,0,1,100.0,1,0,0,0,0,22:00:00,/en/matches/cde0c30b/England-United-States-November-25-2022-World-Cup
,2022,England,2022-11-29 Wales-Wales,2022-11-29,Group stage,Tue,Neutral,W,3,0,Wales,1,0,1,100.0,1,0,0,0,0,22:00:00,/en/matches/e51b7436/Wales-England-November-29-2022-World-Cup
,2022,England,2022-12-04 Senegal-Senegal,2022-12-04,Round of 16,Sun,Neutral,W,3,0,Senegal,1,0,1,100.0,1,0,0,0,0,22:00:00,/en/matches/a323f701/England-Senegal-December-4-2022-World-Cup
,2022,England,2022-12-10 France-France,2022-12-10,Quarter-finals,Sat,Neutral,L,1,2,France,5,2,3,60.0,0,0,0,0,0,22:00:00,/en/matches/6d4b58f5/England-France-December-10-2022-World-Cup
,2022,France,2021-03-24 France-Ukraine,2021-03-24,First round,Wed,Home,D,1,1,Ukraine,1,1,0,0.0,0,0,0,0,0,20:45:00,/en/matches/45b11792/France-Ukraine-March-24-2021-WCQ----UEFA-M
,2022,France,2021-03-28 Kazakhstan-France,2021-03-28,First round,Sun,Away,W,2,0,Kazakhstan,1,0,0,100.0,1,0,0,0,0,19:00:00,/en/matches/5888356d/Kazakhstan-France-March-28-2021-WCQ----UEFA-M
,2022,France,2021-03-31 Bosnia–Herz-France,2021-03-31,First round,Wed,Away,W,1,0,Bosnia–Herz,2,0,2,100.0,1,0,0,0,0,20:45:00,/en/matches/be7aea79/Bosnia-and-Herzegovina-France-March-31-2021-WCQ----UEFA-M
,2022,France,2021-09-01 France-Bosnia–Herz,2021-09-01,First round,Wed,Home,D,1,1,Bosnia–Herz,2,1,1,50.0,0,0,0,0,0,20:45:00,/en/matches/f017fdc5/France-Bosnia-and-Herzegovina-September-1-2021-WCQ----UEFA-M
,2022,France,2021-09-04 Ukraine-France,2021-09-04,First round,Sat,Away,D,1,1,Ukraine,3,1,2,66.7,0,0,0,0,0,21:45:00,/en/matches/3ecb55c6/Ukraine-France-September-4-2021-WCQ----UEFA-M
,2022,France,2021-09-07 France-Finland,2021-09-07,First round,Tue,Home,W,2,0,Finland,1,0,1,100.0,1,0,0,0,0,20:45:00,/en/matches/aadd70d9/France-Finland-September-7-2021-WCQ----UEFA-M
,2022,France,2021-11-13 France-Kazakhstan,2021-11-13,First round,Sat,Home,W,8,0,Kazakhstan,3,0,3,100.0,1,0,0,0,0,20:45:00,/en/matches/77a13c3b/France-Kazakhstan-November-13-2021-WCQ----UEFA-M
,2022,France,2021-11-16 Finland-France,2021-11-16,First round,Tue,Away,W,2,0,Finland,1,0,1,100.0,1,0,0,0,0,21:45:00,/en/matches/0072e300/Finland-France-November-16-2021-WCQ----UEFA-M
,2022,France,2022-03-25 Côte d'Ivoire-Côte d'Ivoire,2022-03-25,Friendlies (M),Fri,Neutral,W,2,1,Côte d'Ivoire,,1,,,0,0,0,0,0,21:15:00,/en/matches/85ebb18f/France-Cote-dIvoire-March-25-2022-Friendlies-M
,2022,France,2022-03-29 South Africa-South Africa,2022-03-29,Friendlies (M),Tue,Neutral,W,5,0,South Africa,,0,,,1,0,0,0,0,21:15:00,/en/matches/4c80e834/France-South-Africa-March-29-2022-Friendlies-M
,2022,France,2022-11-22 Australia-Australia,2022-11-22,Group stage,Tue,Neutral,W,4,1,Australia,1,1,0,0.0,0,0,0,0,0,22:00:00,/en/matches/539719fd/France-Australia-November-22-2022-World-Cup
,2022,France,2022-11-26 Denmark-Denmark,2022-11-26,Group stage,Sat,Neutral,W,2,1,Denmark,2,1,1,50.0,0,0,0,0,0,19:00:00,/en/matches/6ff09149/France-Denmark-November-26-2022-World-Cup
,2022,France,2022-11-30 Tunisia-Tunisia,2022-11-30,Group stage,Wed,Neutral,L,0,1,Tunisia,3,1,2,66.7,0,0,0,0,0,18:00:00,/en/matches/acb6de0f/Tunisia-France-November-30-2022-World-Cup
,2022,France,2022-12-04 Poland-Poland,2022-12-04,Round of 16,Sun,Neutral,W,3,1,Poland,2,1,1,50.0,0,1,1,0,0,18:00:00,/en/matches/430fc603/France-Poland-December-4-2022-World-Cup
,2022,France,2022-12-10 England-England,2022-12-10,Quarter-finals,Sat,Neutral,W,2,1,England,7,1,6,85.7,0,2,1,0,1,22:00:00,/en/matches/6d4b58f5/England-France-December-10-2022-World-Cup
,2022,France,2022-12-14 Morocco-Morocco,2022-12-14,Semi-finals,Wed,Neutral,W,2,0,Morocco,2,0,2,100.0,1,0,0,0,0,22:00:00,/en/matches/85c72a0a/France-Morocco-December-14-2022-World-Cup
,2022,France,2022-12-18 Argentina-Argentina,2022-12-18,Final,Sun,Neutral,D,3 (2),3 (4),Argentina,10,3,7,70.0,0,1,1,0,0,18:00:00,/en/matches/7140acae/Argentina-France-December-18-2022-World-Cup
,2022,Germany,2021-03-25 Germany-Iceland,2021-03-25,First round,Thu,Home,W,3,0,Iceland,2,0,2,100.0,1,0,0,0,0,20:45:00,/en/matches/bef2b031/Germany-Iceland-March-25-2021-WCQ----UEFA-M
,2022,Germany,2021-03-28 Romania-Germany,2021-03-28,First round,Sun,Away,W,1,0,Romania,2,0,2,100.0,1,0,0,0,0,21:45:00,/en/matches/0d91756f/Romania-Germany-March-28-2021-WCQ----UEFA-M
,2022,Germany,2021-03-31 Germany-N. Macedonia,2021-03-31,First round,Wed,Home,L,1,2,N. Macedonia,3,2,1,33.3,0,0,0,0,0,20:45:00,/en/matches/7c9a1cba/Germany-North-Macedonia-March-31-2021-WCQ----UEFA-M
,2022,Germany,2021-09-02 Liechtenstein-Germany,2021-09-02,First round,Thu,Away,W,2,0,Liechtenstein,0,0,0,,1,0,0,0,0,20:45:00,/en/matches/a7092d3d/Liechtenstein-Germany-September-2-2021-WCQ----UEFA-M
,2022,Germany,2021-09-05 Germany-Armenia,2021-09-05,First round,Sun,Home,W,6,0,Armenia,1,0,1,100.0,1,0,0,0,0,20:45:00,/en/matches/6bdb93f0/Germany-Armenia-September-5-2021-WCQ----UEFA-M
,2022,Germany,2021-09-08 Iceland-Germany,2021-09-08,First round,Wed,Away,W,4,0,Iceland,2,0,2,100.0,1,0,0,0,0,18:45:00,/en/matches/678edcf9/Iceland-Germany-September-8-2021-WCQ----UEFA-M
,2022,Germany,2021-10-08 Germany-Romania,2021-10-08,First round,Fri,Home,W,2,1,Romania,1,1,0,0.0,0,0,0,0,0,20:45:00,/en/matches/09518686/Germany-Romania-October-8-2021-WCQ----UEFA-M
,2022,Germany,2021-10-11 N. Macedonia-Germany,2021-10-11,First round,Mon,Away,W,4,0,N. Macedonia,1,0,1,100.0,1,0,0,0,0,20:45:00,/en/matches/cbb06adc/North-Macedonia-Germany-October-11-2021-WCQ----UEFA-M
,2022,Germany,2021-11-11 Germany-Liechtenstein,2021-11-11,First round,Thu,Home,W,9,0,Liechtenstein,0,0,0,,1,0,0,0,0,20:45:00,/en/matches/73c17a74/Germany-Liechtenstein-November-11-2021-WCQ----UEFA-M
,2022,Germany,2021-11-14 Armenia-Germany,2021-11-14,First round,Sun,Away,W,4,1,Armenia,1,1,0,0.0,0,1,1,0,0,21:00:00,/en/matches/24984ad4/Armenia-Germany-November-14-2021-WCQ----UEFA-M
,2022,Germany,2022-03-26 Israel-Israel,2022-03-26,Friendlies (M),Sat,Neutral,W,2,0,Israel,,,,,2,1,0,1,0,20:45:00,/en/matches/89c7397f/Germany-Israel-March-26-2022-Friendlies-M
,2022,Germany,2022-03-29 Netherlands-Netherlands,2022-03-29,Friendlies (M),Tue,Neutral,D,1,1,Netherlands,,1,,,0,0,0,0,0,20:45:00,/en/matches/897dd6ae/Netherlands-Germany-March-29-2022-Friendlies-M
,2022,Germany,2022-11-16 Oman-Oman,2022-11-16,Friendlies (M),Wed,Neutral,W,1,0,Oman,,0,,,1,0,0,0,0,21:00:00,/en/matches/dbeee65e/Oman-Germany-November-16-2022-Friendlies-M
,2022,Germany,2022-11-23 Japan-Japan,2022-11-23,Group stage,Wed,Neutral,L,1,2,Japan,4,2,2,50.0,0,0,0,0,0,16:00:00,/en/matches/a3556b5a/Germany-Japan-November-23-2022-World-Cup
,2022,Germany,2022-11-27 Spain-Spain,2022-11-27,Group stage,Sun,Neutral,D,1,1,Spain,3,1,2,66.7,0,0,0,0,0,22:00:00,/en/matches/9397f79c/Spain-Germany-November-27-2022-World-Cup
,2022,Germany,2022-12-01 Costa Rica-Costa Rica,2022-12-01,Group stage,Thu,Neutral,W,4,2,Costa Rica,6,2,4,66.7,0,0,0,0,0,22:00:00,/en/matches/6a2a024f/Costa-Rica-Germany-December-1-2022-World-Cup
,2022,Ghana,2021-09-03 Ghana-Ethiopia,2021-09-03,Second round,Fri,Home,W,1,0,Ethiopia,,0,,,1,0,0,0,0,19:00:00,/en/matches/db1404eb/Ghana-Ethiopia-September-3-2021-WCQ----CAF-M
,2022,Ghana,2021-09-06 South Africa-Ghana,2021-09-06,Second round,Mon,Away,L,0,1,South Africa,,,,,0,0,0,0,0,18:00:00,/en/matches/c17547b6/South-Africa-Ghana-September-6-2021-WCQ----CAF-M
,2022,Ghana,2021-10-09 Ghana-Zimbabwe,2021-10-09,Second round,Sat,Home,W,3,1,Zimbabwe,,1,,,0,1,1,0,0,16:00:00,/en/matches/ee0bbe11/Ghana-Zimbabwe-October-9-2021-WCQ----CAF-M
,2022,Ghana,2021-10-12 Zimbabwe-Ghana,2021-10-12,Second round,Tue,Away,W,1,0,Zimbabwe,,0,,,1,0,0,0,0,15:00:00,/en/matches/d21bfd16/Zimbabwe-Ghana-October-12-2021-WCQ----CAF-M
,2022,Ghana,2021-11-11 Ethiopia-Ghana,2021-11-11,Second round,Thu,Away,D,1,1,Ethiopia,,1,,,0,0,0,0,0,16:00:00,/en/matches/c9b760a1/Ethiopia-Ghana-November-11-2021-WCQ----CAF-M
,2022,Ghana,2021-11-14 Ghana-South Africa,2021-11-14,Second round,Sun,Home,W,1,0,South Africa,,0,,,1,0,0,0,0,19:00:00,/en/matches/2313b3c9/Ghana-South-Africa-November-14-2021-WCQ----CAF-M
,2022,Ghana,2022-01-05 Algeria-Algeria,2022-01-05,Friendlies (M),Wed,Neutral,L,0,3,Algeria,,,,,0,0,0,0,0,19:00:00,/en/matches/6b6d0857/Algeria-Ghana-January-5-2022-Friendlies-M
,2022,Ghana,2022-03-25 Ghana-Nigeria,2022-03-25,Third round,Fri,Home,D,0,0,Nigeria,,0,,,1,0,0,0,0,19:30:00,/en/matches/ff756ec4/Ghana-Nigeria-March-25-2022-WCQ----CAF-M
,2022,Ghana,2022-03-29 Nigeria-Ghana,2022-03-29,Third round,Tue,Away,D,1,1,Nigeria,,1,,,0,1,1,0,0,18:00:00,/en/matches/f0a11d0e/Nigeria-Ghana-March-29-2022-WCQ----CAF-M
,2022,Ghana,2022-09-23 Brazil-Brazil,2022-09-23,Friendlies (M),Fri,Neutral,L,0,3,Brazil,,3,,,0,0,0,0,0,20:30:00,/en/matches/756dc6e1/Brazil-Ghana-September-23-2022-Friendlies-M
,2022,Ghana,2022-09-27 Nicaragua-Nicaragua,2022-09-27,Friendlies (M),Tue,Neutral,W,1,0,Nicaragua,,0,,,1,0,0,0,0,20:00:00,/en/matches/dc0fc875/Nicaragua-Ghana-September-27-2022-Friendlies-M
,2022,Ghana,2022-11-17 Switzerland-Switzerland,2022-11-17,Friendlies (M),Thu,Neutral,W,2,0,Switzerland,,0,,,1,0,0,0,0,14:00:00,/en/matches/122522a1/Ghana-Switzerland-November-17-2022-Friendlies-M
,2022,Ghana,2022-11-24 Portugal-Portugal,2022-11-24,Group stage,Thu,Neutral,L,2,3,Portugal,5,3,2,40.0,0,1,1,0,0,19:00:00,/en/matches/6a84c686/Portugal-Ghana-November-24-2022-World-Cup
,2022,Ghana,2022-11-28 Korea Republic-Korea Republic,2022-11-28,Group stage,Mon,Neutral,W,3,2,Korea Republic,6,2,4,66.7,0,0,0,0,0,16:00:00,/en/matches/38069bed/Korea-Republic-Ghana-November-28-2022-World-Cup
,2022,Ghana,2022-12-02 Uruguay-Uruguay,2022-12-02,Group stage,Fri,Neutral,L,0,2,Uruguay,6,2,4,66.7,0,0,0,0,0,18:00:00,/en/matches/0b62abf2/Ghana-Uruguay-December-2-2022-World-Cup
,2022,IR Iran,2019-09-10 Hong Kong-IR Iran,2019-09-10,Second round,Tue,Away,W,2,0,Hong Kong,,0,,,1,0,0,0,0,20:00:00,/en/matches/cb42157a/Hong-Kong-IR-Iran-September-10-2019-WCQ----AFC-M
,2022,IR Iran,2019-10-10 IR Iran-Cambodia,2019-10-10,Second round,Thu,Home,W,14,0,Cambodia,,0,,,1,1,0,1,0,17:00:00,/en/matches/42d1c9b3/IR-Iran-Cambodia-October-10-2019-WCQ----AFC-M
,2022,IR Iran,2019-10-15 Bahrain-IR Iran,2019-10-15,Second round,Tue,Away,L,0,1,Bahrain,,1,,,0,1,1,0,0,19:30:00,/en/matches/8fdd0cd0/Bahrain-IR-Iran-October-15-2019-WCQ----AFC-M
,2022,IR Iran,2019-11-14 Iraq-IR Iran,2019-11-14,Second round,Thu,Away,L,1,2,Iraq,,2,,,0,0,0,0,0,16:00:00,/en/matches/3a83ace9/Iraq-IR-Iran-November-14-2019-WCQ----AFC-M
,2022,IR Iran,2021-06-03 IR Iran-Hong Kong,2021-06-03,Second round,Thu,Home,W,3,1,Hong Kong,,1,,,0,0,0,0,0,19:00:00,/en/matches/8c830d6d/IR-Iran-Hong-Kong-June-3-2021-WCQ----AFC-M
,2022,IR Iran,2021-06-07 IR Iran-Bahrain,2021-06-07,Second round,Mon,Home,W,3,0,Bahrain,,0,,,1,0,0,0,0,21:00:00,/en/matches/26dc1d62/IR-Iran-Bahrain-June-7-2021-WCQ----AFC-M
,2022,IR Iran,2021-06-11 Cambodia-IR Iran,2021-06-11,Second round,Fri,Away,W,10,0,Cambodia,,0,,,1,0,0,0,0,17:30:00,/en/matches/f35af29c/Cambodia-IR-Iran-June-11-2021-WCQ----AFC-M
,2022,IR Iran,2021-06-15 IR Iran-Iraq,2021-06-15,Second round,Tue,Home,W,1,0,Iraq,,0,,,1,0,0,0,0,21:00:00,/en/matches/243e137d/IR-Iran-Iraq-June-15-2021-WCQ----AFC-M
,2022,IR Iran,2021-09-02 IR Iran-Syria,2021-09-02,Third round,Thu,Home,W,1,0,Syria,,0,,,1,0,0,0,0,20:30:00,/en/matches/1166ca67/IR-Iran-Syria-September-2-2021-WCQ----AFC-M
,2022,IR Iran,2021-09-07 Iraq-IR Iran,2021-09-07,Third round,Tue,Away,W,3,0,Iraq,,0,,,1,0,0,0,0,21:00:00,/en/matches/53fb06ad/Iraq-IR-Iran-September-7-2021-WCQ----AFC-M
,2022,IR Iran,2021-10-07 UAE-IR Iran,2021-10-07,Third round,Thu,Away,W,1,0,UAE,,0,,,1,0,0,0,0,20:45:00,/en/matches/d6e9b4da/United-Arab-Emirates-IR-Iran-October-7-2021-WCQ----AFC-M
,2022,IR Iran,2021-10-12 IR Iran-Korea Republic,2021-10-12,Third round,Tue,Home,D,1,1,Korea Republic,,1,,,0,0,0,0,0,17:00:00,/en/matches/15f914e4/IR-Iran-Korea-Republic-October-12-2021-WCQ----AFC-M
,2022,IR Iran,2021-11-11 Lebanon-IR Iran,2021-11-11,Third round,Thu,Away,W,2,1,Lebanon,,1,,,0,0,0,0,0,14:00:00,/en/matches/5baf19be/Lebanon-IR-Iran-November-11-2021-WCQ----AFC-M
,2022,IR Iran,2021-11-16 Syria-IR Iran,2021-11-16,Third round,Tue,Away,W,3,0,Syria,,0,,,1,0,0,0,0,18:00:00,/en/matches/23a6d470/Syria-IR-Iran-November-16-2021-WCQ----AFC-M
,2022,IR Iran,2022-01-27 IR Iran-Iraq,2022-01-27,Third round,Thu,Home,W,1,0,Iraq,,0,,,1,0,0,0,0,18:00:00,/en/matches/c3cb9b2b/IR-Iran-Iraq-January-27-2022-WCQ----AFC-M
,2022,IR Iran,2022-02-01 IR Iran-UAE,2022-02-01,Third round,Tue,Home,W,1,0,UAE,,0,,,1,0,0,0,0,18:00:00,/en/matches/18e92ceb/IR-Iran-United-Arab-Emirates-February-1-2022-WCQ----AFC-M
,2022,IR Iran,2022-03-24 Korea Republic-IR Iran,2022-03-24,Third round,Thu,Away,L,0,2,Korea Republic,,2,,,0,0,0,0,0,20:00:00,/en/matches/7fc1ba19/Korea-Republic-IR-Iran-March-24-2022-WCQ----AFC-M
,2022,IR Iran,2022-03-29 IR Iran-Lebanon,2022-03-29,Third round,Tue,Home,W,2,0,Lebanon,,0,,,1,0,0,0,0,16:00:00,/en/matches/f7b568d9/IR-Iran-Lebanon-March-29-2022-WCQ----AFC-M
,2022,IR Iran,2022-06-12 Algeria-Algeria,2022-06-12,Friendlies (M),Sun,Neutral,L,1,2,Algeria,,2,,,0,0,0,0,0,21:20:00,/en/matches/4759e0ec/IR-Iran-Algeria-June-12-2022-Friendlies-M
,2022,IR Iran,2022-09-23 Uruguay-Uruguay,2022-09-23,Friendlies (M),Fri,Neutral,W,1,0,Uruguay,,,,,2,0,0,0,0,19:30:00,/en/matches/0542214a/IR-Iran-Uruguay-September-23-2022-Friendlies-M
,2022,IR Iran,2022-09-27 Senegal-Senegal,2022-09-27,Friendlies (M),Tue,Neutral,D,1,1,Senegal,,1,,,0,0,0,0,0,16:30:00,/en/matches/67e4474e/IR-Iran-Senegal-September-27-2022-Friendlies-M
,2022,IR Iran,2022-11-10 Nicaragua-Nicaragua,2022-11-10,Friendlies (M),Thu,Neutral,W,1,0,Nicaragua,,,,,2,0,0,0,0,19:30:00,/en/matches/98504a53/IR-Iran-Nicaragua-November-10-2022-Friendlies-M
,2022,IR Iran,2022-11-21 England-England,2022-11-21,Group stage,Mon,Neutral,L,2,6,England,7,6,1,14.3,0,0,0,0,0,16:00:00,/en/matches/d8a472c1/England-IR-Iran-November-21-2022-World-Cup
,2022,IR Iran,2022-11-25 Wales-Wales,2022-11-25,Group stage,Fri,Neutral,W,2,0,Wales,3,0,3,100.0,1,0,0,0,0,13:00:00,/en/matches/ff2407b2/Wales-IR-Iran-November-25-2022-World-Cup
,2022,IR Iran,2022-11-29 United States-United States,2022-11-29,Group stage,Tue,Neutral,L,0,1,United States,5,1,4,80.0,0,0,0,0,0,22:00:00,/en/matches/dcd3b239/IR-Iran-United-States-November-29-2022-World-Cup
,2022,Japan,2019-09-10 Myanmar-Japan,2019-09-10,Second round,Tue,Away,W,2,0,Myanmar,,0,,,1,0,0,0,0,18:50:00,/en/matches/8c3a2e96/Myanmar-Japan-September-10-2019-WCQ----AFC-M
,2022,Japan,2019-10-10 Japan-Mongolia,2019-10-10,Second round,Thu,Home,W,6,0,Mongolia,,0,,,1,0,0,0,0,19:35:00,/en/matches/13a54b3a/Japan-Mongolia-October-10-2019-WCQ----AFC-M
,2022,Japan,2019-10-15 Tajikistan-Japan,2019-10-15,Second round,Tue,Away,W,3,0,Tajikistan,,0,,,1,0,0,0,0,17:15:00,/en/matches/cfe8cdf6/Tajikistan-Japan-October-15-2019-WCQ----AFC-M
,2022,Japan,2019-11-14 Kyrgyz Republic-Japan,2019-11-14,Second round,Thu,Away,W,2,0,Kyrgyz Republic,,0,,,1,0,0,0,0,17:20:00,/en/matches/9b2d823a/Kyrgyz-Republic-Japan-November-14-2019-WCQ----AFC-M
,2022,Japan,2021-03-30 Mongolia-Japan,2021-03-30,Second round,Tue,Away,W,14,0,Mongolia,,0,,,1,0,0,0,0,19:30:00,/en/matches/de2d78da/Mongolia-Japan-March-30-2021-WCQ----AFC-M
,2022,Japan,2021-05-28 Japan-Myanmar,2021-05-28,Second round,Fri,Home,W,10,0,Myanmar,,0,,,1,0,0,0,0,19:20:00,/en/matches/35faea27/Japan-Myanmar-May-28-2021-WCQ----AFC-M
,2022,Japan,2021-06-07 Japan-Tajikistan,2021-06-07,Second round,Mon,Home,W,4,1,Tajikistan,,1,,,0,0,0,0,0,19:30:00,/en/matches/2ea996bc/Japan-Tajikistan-June-7-2021-WCQ----AFC-M
,2022,Japan,2021-06-15 Japan-Kyrgyz Republic,2021-06-15,Second round,Tue,Home,W,5,1,Kyrgyz Republic,,1,,,0,1,1,0,0,19:25:00,/en/matches/8e62935f/Japan-Kyrgyz-Republic-June-15-2021-WCQ----AFC-M
,2022,Japan,2021-09-02 Japan-Oman,2021-09-02,Third round,Thu,Home,L,0,1,Oman,,1,,,0,0,0,0,0,19:14:00,/en/matches/3b7a6426/Japan-Oman-September-2-2021-WCQ----AFC-M
,2022,Japan,2021-09-07 China PR-Japan,2021-09-07,Third round,Tue,Away,W,1,0,China PR,,0,,,1,0,0,0,0,18:00:00,/en/matches/c9b8bcad/China-PR-Japan-September-7-2021-WCQ----AFC-M
,2022,Japan,2021-10-07 Saudi Arabia-Japan,2021-10-07,Third round,Thu,Away,L,0,1,Saudi Arabia,,1,,,0,0,0,0,0,20:00:00,/en/matches/8158c5a6/Saudi-Arabia-Japan-October-7-2021-WCQ----AFC-M
,2022,Japan,2021-10-12 Japan-Australia,2021-10-12,Third round,Tue,Home,W,2,1,Australia,,1,,,0,0,0,0,0,19:14:00,/en/matches/b76f4f34/Japan-Australia-October-12-2021-WCQ----AFC-M
,2022,Japan,2021-11-11 Vietnam-Japan,2021-11-11,Third round,Thu,Away,W,1,0,Vietnam,,,,,,,,,,19:00:00,/en/matches/8a18c5f1/Vietnam-Japan-November-11-2021-WCQ----AFC-M
,2022,Japan,2021-11-16 Oman-Japan,2021-11-16,Third round,Tue,Away,W,1,0,Oman,,0,,,1,0,0,0,0,20:00:00,/en/matches/2fc01859/Oman-Japan-November-16-2021-WCQ----AFC-M
,2022,Japan,2022-01-27 Japan-China PR,2022-01-27,Third round,Thu,Home,W,2,0,China PR,,0,,,1,0,0,0,0,19:00:00,/en/matches/377b7af0/Japan-China-PR-January-27-2022-WCQ----AFC-M
,2022,Japan,2022-02-01 Japan-Saudi Arabia,2022-02-01,Third round,Tue,Home,W,2,0,Saudi Arabia,,0,,,1,0,0,0,0,19:14:00,/en/matches/54201ca9/Japan-Saudi-Arabia-February-1-2022-WCQ----AFC-M
,2022,Japan,2022-03-24 Australia-Japan,2022-03-24,Third round,Thu,Away,W,2,0,Australia,,0,,,1,0,0,0,0,20:10:00,/en/matches/5e90edde/Australia-Japan-March-24-2022-WCQ----AFC-M
,2022,Japan,2022-03-29 Japan-Vietnam,2022-03-29,Third round,Tue,Home,D,1,1,Vietnam,,1,,,0,0,0,0,0,19:35:00,/en/matches/424f8b1d/Japan-Vietnam-March-29-2022-WCQ----AFC-M
,2022,Japan,2022-06-02 Paraguay-Paraguay,2022-06-02,Friendlies (M),Thu,Neutral,W,4,1,Paraguay,,1,,,0,0,0,0,0,19:00:00,/en/matches/3dbdcb9f/Japan-Paraguay-June-2-2022-Friendlies-M
,2022,Japan,2022-06-06 Brazil-Brazil,2022-06-06,Friendlies (M),Mon,Neutral,L,0,1,Brazil,,1,,,0,1,1,0,0,19:20:00,/en/matches/f3f835c8/Japan-Brazil-June-6-2022-Friendlies-M
