league,season,team,game,date,round,day,venue,result,GF,GA,opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,time,match_report
,2022,Poland,2022-11-30 Argentina-Argentina,2022-11-30,Group stage,Wed,Neutral,L,0,2,Argentina,10,2,8,80.0,0,1,0,1,0,22:00:00,/en/matches/aaa7a69d/Poland-Argentina-November-30-2022-World-Cup
,2022,Poland,2022-12-04 France-France,2022-12-04,Round of 16,Sun,Neutral,L,1,3,France,8,3,5,62.5,0,0,0,0,0,18:00:00,/en/matches/430fc603/France-Poland-December-4-2022-World-Cup
,2022,Portugal,2021-03-24 Portugal-Azerbaijan,2021-03-24,First round,Wed,Home,W,1,0,Azerbaijan,0,0,0,,1,0,0,0,0,19:45:00,/en/matches/e8c1d1e7/Portugal-Azerbaijan-March-24-2021-WCQ----UEFA-M
,2022,Portugal,2021-03-27 Serbia-Portugal,2021-03-27,First round,Sat,Away,D,2,2,Serbia,5,2,3,60.0,0,0,0,0,0,20:45:00,/en/matches/b6d12ef3/Serbia-Portugal-March-27-2021-WCQ----UEFA-M
,2022,Portugal,2021-03-30 Luxembourg-Portugal,2021-03-30,First round,Tue,Away,W,3,1,Luxembourg,1,1,0,0.0,0,0,0,0,0,20:45:00,/en/matches/7c78fddd/Luxembourg-Portugal-March-30-2021-WCQ----UEFA-M
,2022,Portugal,2021-09-01 Portugal-Rep. of Ireland,2021-09-01,First round,Wed,Home,W,2,1,Rep. of Ireland,2,1,1,50.0,0,0,0,0,0,19:45:00,/en/matches/0cbf3fca/Portugal-Republic-of-Ireland-September-1-2021-WCQ----UEFA-M
,2022,Portugal,2021-09-07 Azerbaijan-Portugal,2021-09-07,First round,Tue,Away,W,3,0,Azerbaijan,0,0,0,,1,0,0,0,0,20:00:00,/en/matches/bdb152de/Azerbaijan-Portugal-September-7-2021-WCQ----UEFA-M
,2022,Portugal,2021-10-12 Portugal-Luxembourg,2021-10-12,First round,Tue,Home,W,5,0,Luxembourg,2,0,2,100.0,1,0,0,0,0,19:45:00,/en/matches/b2bf17f2/Portugal-Luxembourg-October-12-2021-WCQ----UEFA-M
,2022,Portugal,2021-11-11 Rep. of Ireland-Portugal,2021-11-11,First round,Thu,Away,D,0,0,Rep. of Ireland,2,0,2,100.0,1,0,0,0,0,19:45:00,/en/matches/8b321574/Republic-of-Ireland-Portugal-November-11-2021-WCQ----UEFA-M
,2022,Portugal,2021-11-14 Portugal-Serbia,2021-11-14,First round,Sun,Home,L,1,2,Serbia,3,2,1,33.3,0,0,0,0,0,19:45:00,/en/matches/0cc44e9b/Portugal-Serbia-November-14-2021-WCQ----UEFA-M
,2022,Portugal,2022-03-24 Portugal-Türkiye,2022-03-24,Second round — Semi-finals,Thu,Home,W,3,1,Türkiye,5,1,4,80.0,0,1,0,0,1,19:45:00,/en/matches/9a1557c0/Portugal-Turkiye-March-24-2022-WCQ----UEFA-M
,2022,Portugal,2022-03-29 Portugal-N. Macedonia,2022-03-29,Second round — Finals,Tue,Home,W,2,0,N. Macedonia,0,0,0,,1,0,0,0,0,19:45:00,/en/matches/2dee3a00/Portugal-North-Macedonia-March-29-2022-WCQ----UEFA-M
,2022,Portugal,2022-11-17 Nigeria-Nigeria,2022-11-17,Friendlies (M),Thu,Neutral,W,4,0,Nigeria,,0,,,1,1,0,1,0,18:45:00,/en/matches/3ed2fbd3/Portugal-Nigeria-November-17-2022-Friendlies-M
,2022,Portugal,2022-11-24 Ghana-Ghana,2022-11-24,Group stage,Thu,Neutral,W,3,2,Ghana,3,2,1,33.3,0,0,0,0,0,19:00:00,/en/matches/6a84c686/Portugal-Ghana-November-24-2022-World-Cup
,2022,Portugal,2022-11-28 Uruguay-Uruguay,2022-11-28,Group stage,Mon,Neutral,W,2,0,Uruguay,3,0,3,100.0,1,0,0,0,0,22:00:00,/en/matches/90fded8a/Portugal-Uruguay-November-28-2022-World-Cup
,2022,Portugal,2022-12-02 Korea Republic-Korea Republic,2022-12-02,Group stage,Fri,Neutral,L,1,2,Korea Republic,6,2,4,66.7,0,0,0,0,0,18:00:00,/en/matches/341e520f/Korea-Republic-Portugal-December-2-2022-World-Cup
,2022,Portugal,2022-12-06 Switzerland-Switzerland,2022-12-06,Round of 16,Tue,Neutral,W,6,1,Switzerland,2,1,1,50.0,0,0,0,0,0,22:00:00,/en/matches/799eb586/Portugal-Switzerland-December-6-2022-World-Cup
,2022,Portugal,2022-12-10 Morocco-Morocco,2022-12-10,Quarter-finals,Sat,Neutral,L,0,1,Morocco,3,1,2,66.7,0,0,0,0,0,18:00:00,/en/matches/170c8725/Morocco-Portugal-December-10-2022-World-Cup
,2022,Qatar,2019-09-05 Qatar-Afghanistan,2019-09-05,Second round,Thu,Home,W,6,0,Afghanistan,,0,,,1,0,0,0,0,19:30:00,/en/matches/e41c7ae0/Qatar-Afghanistan-September-5-2019-WCQ----AFC-M
,2022,Qatar,2019-09-10 Qatar-India,2019-09-10,Second round,Tue,Home,D,0,0,India,,0,,,1,0,0,0,0,19:30:00,/en/matches/55b7b8ea/Qatar-India-September-10-2019-WCQ----AFC-M
,2022,Qatar,2019-10-10 Bangladesh-Qatar,2019-10-10,Second round,Thu,Away,W,2,0,Bangladesh,,0,,,1,0,0,0,0,19:00:00,/en/matches/187bd63a/Bangladesh-Qatar-October-10-2019-WCQ----AFC-M
,2022,Qatar,2019-10-15 Qatar-Oman,2019-10-15,Second round,Tue,Home,W,2,1,Oman,,1,,,0,0,0,0,0,19:30:00,/en/matches/a59ca6de/Qatar-Oman-October-15-2019-WCQ----AFC-M
,2022,Qatar,2019-11-19 Afghanistan-Afghanistan,2019-11-19,Second round,Tue,Neutral,W,1,0,Afghanistan,,0,,,1,1,0,1,0,19:00:00,/en/matches/4c856cdc/Afghanistan-Qatar-November-19-2019-WCQ----AFC-M
,2022,Qatar,2020-12-04 Qatar-Bangladesh,2020-12-04,Second round,Fri,Home,W,5,0,Bangladesh,,0,,,1,0,0,0,0,19:00:00,/en/matches/9c6c602c/Qatar-Bangladesh-December-4-2020-WCQ----AFC-M
,2022,Qatar,2021-06-03 India-Qatar,2021-06-03,Second round,Thu,Away,W,1,0,India,,0,,,1,0,0,0,0,20:00:00,/en/matches/e4cdbd85/India-Qatar-June-3-2021-WCQ----AFC-M
,2022,Qatar,2021-06-07 Oman-Qatar,2021-06-07,Second round,Mon,Away,W,1,0,Oman,,0,,,1,0,0,0,0,20:10:00,/en/matches/5d0fd958/Oman-Qatar-June-7-2021-WCQ----AFC-M
,2022,Qatar,2022-03-26 Bulgaria-Bulgaria,2022-03-26,Friendlies (M),Sat,Neutral,W,2,1,Bulgaria,,1,,,0,0,0,0,0,20:30:00,/en/matches/287e3d04/Qatar-Bulgaria-March-26-2022-Friendlies-M
,2022,Qatar,2022-03-29 Slovenia-Slovenia,2022-03-29,Friendlies (M),Tue,Neutral,D,0,0,Slovenia,,0,,,1,0,0,0,0,20:30:00,/en/matches/955577f5/Qatar-Slovenia-March-29-2022-Friendlies-M
,2022,Qatar,2022-08-26 Jamaica-Jamaica,2022-08-26,Friendlies (M),Fri,Neutral,D,1,1,Jamaica,,1,,,0,0,0,0,0,18:30:00,/en/matches/aee2e2a4/Qatar-Jamaica-August-26-2022-Friendlies-M
,2022,Qatar,2022-09-23 Canada-Canada,2022-09-23,Friendlies (M),Fri,Neutral,L,0,2,Canada,,2,,,0,0,0,0,0,19:00:00,/en/matches/3f1c3c83/Qatar-Canada-September-23-2022-Friendlies-M
,2022,Qatar,2022-09-27 Chile-Chile,2022-09-27,Friendlies (M),Tue,Neutral,D,2,2,Chile,,2,,,0,1,0,1,0,20:00:00,/en/matches/baeebd9e/Qatar-Chile-September-27-2022-Friendlies-M
,2022,Qatar,2022-11-09 Albania-Albania,2022-11-09,Friendlies (M),Wed,Neutral,W,1,0,Albania,,0,,,1,0,0,0,0,18:30:00,/en/matches/1133595b/Qatar-Albania-November-9-2022-Friendlies-M
,2022,Qatar,2022-11-20 Ecuador-Ecuador,2022-11-20,Group stage,Sun,Neutral,L,0,2,Ecuador,3,2,1,33.3,0,1,1,0,0,19:00:00,/en/matches/1b2886ce/Qatar-Ecuador-November-20-2022-World-Cup
,2022,Qatar,2022-11-25 Senegal-Senegal,2022-11-25,Group stage,Fri,Neutral,L,1,3,Senegal,5,3,2,40.0,0,0,0,0,0,16:00:00,/en/matches/bfc75e3c/Qatar-Senegal-November-25-2022-World-Cup
,2022,Qatar,2022-11-29 Netherlands-Netherlands,2022-11-29,Group stage,Tue,Neutral,L,0,2,Netherlands,4,2,2,50.0,0,0,0,0,0,18:00:00,/en/matches/af95872a/Netherlands-Qatar-November-29-2022-World-Cup
,2022,Saudi Arabia,2019-09-10 Yemen-Saudi Arabia,2019-09-10,Second round,Tue,Away,D,2,2,Yemen,,2,,,0,0,0,0,0,19:00:00,/en/matches/3a5872d1/Yemen-Saudi-Arabia-September-10-2019-WCQ----AFC-M
,2022,Saudi Arabia,2019-10-10 Saudi Arabia-Singapore,2019-10-10,Second round,Thu,Home,W,3,0,Singapore,,0,,,1,0,0,0,0,20:00:00,/en/matches/a6f13bfe/Saudi-Arabia-Singapore-October-10-2019-WCQ----AFC-M
,2022,Saudi Arabia,2019-10-15 Palestine-Saudi Arabia,2019-10-15,Second round,Tue,Away,D,0,0,Palestine,,0,,,1,0,0,0,0,16:00:00,/en/matches/d482129b/Palestine-Saudi-Arabia-October-15-2019-WCQ----AFC-M
,2022,Saudi Arabia,2019-11-14 Uzbekistan-Saudi Arabia,2019-11-14,Second round,Thu,Away,W,3,2,Uzbekistan,,2,,,0,1,1,0,0,17:00:00,/en/matches/b63569e7/Uzbekistan-Saudi-Arabia-November-14-2019-WCQ----AFC-M
,2022,Saudi Arabia,2021-03-30 Saudi Arabia-Palestine,2021-03-30,Second round,Tue,Home,W,5,0,Palestine,,0,,,1,0,0,0,0,20:30:00,/en/matches/64ae101b/Saudi-Arabia-Palestine-March-30-2021-WCQ----AFC-M
,2022,Saudi Arabia,2021-06-05 Saudi Arabia-Yemen,2021-06-05,Second round,Sat,Home,W,3,0,Yemen,,0,,,1,0,0,0,0,21:00:00,/en/matches/cfbb28a7/Saudi-Arabia-Yemen-June-5-2021-WCQ----AFC-M
,2022,Saudi Arabia,2021-06-11 Singapore-Saudi Arabia,2021-06-11,Second round,Fri,Away,W,3,0,Singapore,,0,,,1,0,0,0,0,21:00:00,/en/matches/3075942a/Singapore-Saudi-Arabia-June-11-2021-WCQ----AFC-M
,2022,Saudi Arabia,2021-06-15 Saudi Arabia-Uzbekistan,2021-06-15,Second round,Tue,Home,W,3,0,Uzbekistan,,0,,,1,0,0,0,0,21:00:00,/en/matches/35a4380f/Saudi-Arabia-Uzbekistan-June-15-2021-WCQ----AFC-M
,2022,Saudi Arabia,2021-09-02 Saudi Arabia-Vietnam,2021-09-02,Third round,Thu,Home,W,3,1,Vietnam,,1,,,0,0,0,0,0,21:00:00,/en/matches/306fabd0/Saudi-Arabia-Vietnam-September-2-2021-WCQ----AFC-M
,2022,Saudi Arabia,2021-09-07 Oman-Saudi Arabia,2021-09-07,Third round,Tue,Away,W,1,0,Oman,,0,,,1,0,0,0,0,20:00:00,/en/matches/bedbeba7/Oman-Saudi-Arabia-September-7-2021-WCQ----AFC-M
,2022,Saudi Arabia,2021-10-07 Saudi Arabia-Japan,2021-10-07,Third round,Thu,Home,W,1,0,Japan,,0,,,1,0,0,0,0,20:00:00,/en/matches/8158c5a6/Saudi-Arabia-Japan-October-7-2021-WCQ----AFC-M
,2022,Saudi Arabia,2021-10-12 Saudi Arabia-China PR,2021-10-12,Third round,Tue,Home,W,3,2,China PR,,,,,0,0,0,0,0,20:00:00,/en/matches/0ffb0aef/Saudi-Arabia-China-PR-October-12-2021-WCQ----AFC-M
,2022,Saudi Arabia,2021-11-11 Australia-Saudi Arabia,2021-11-11,Third round,Thu,Away,D,0,0,Australia,,0,,,1,0,0,0,0,20:10:00,/en/matches/aca77bdb/Australia-Saudi-Arabia-November-11-2021-WCQ----AFC-M
,2022,Saudi Arabia,2021-11-16 Vietnam-Saudi Arabia,2021-11-16,Third round,Tue,Away,W,1,0,Vietnam,,0,,,1,0,0,0,0,19:00:00,/en/matches/410d121d/Vietnam-Saudi-Arabia-November-16-2021-WCQ----AFC-M
,2022,Saudi Arabia,2022-01-27 Saudi Arabia-Oman,2022-01-27,Third round,Thu,Home,W,1,0,Oman,,0,,,1,0,0,0,0,20:15:00,/en/matches/bbd5eef7/Saudi-Arabia-Oman-January-27-2022-WCQ----AFC-M
,2022,Saudi Arabia,2022-02-01 Japan-Saudi Arabia,2022-02-01,Third round,Tue,Away,L,0,2,Japan,,2,,,0,0,0,0,0,19:14:00,/en/matches/54201ca9/Japan-Saudi-Arabia-February-1-2022-WCQ----AFC-M
,2022,Saudi Arabia,2022-03-24 China PR-Saudi Arabia,2022-03-24,Third round,Thu,Away,D,1,1,China PR,,1,,,0,1,1,0,0,19:00:00,/en/matches/e2a8f464/China-PR-Saudi-Arabia-March-24-2022-WCQ----AFC-M
,2022,Saudi Arabia,2022-03-29 Saudi Arabia-Australia,2022-03-29,Third round,Tue,Home,W,1,0,Australia,,0,,,1,0,0,0,0,21:00:00,/en/matches/7a9f89cc/Saudi-Arabia-Australia-March-29-2022-WCQ----AFC-M
,2022,Saudi Arabia,2022-06-05 Colombia-Colombia,2022-06-05,Friendlies (M),Sun,Neutral,L,0,1,Colombia,,1,,,0,0,0,0,0,19:00:00,/en/matches/a2a508d6/Saudi-Arabia-Colombia-June-5-2022-Friendlies-M
,2022,Saudi Arabia,2022-06-09 Venezuela-Venezuela,2022-06-09,Friendlies (M),Thu,Neutral,L,0,1,Venezuela,,1,,,0,0,0,0,0,20:00:00,/en/matches/70cc839d/Saudi-Arabia-Venezuela-June-9-2022-Friendlies-M
,2022,Saudi Arabia,2022-09-23 Ecuador-Ecuador,2022-09-23,Friendlies (M),Fri,Neutral,D,0,0,Ecuador,,0,,,1,0,0,0,0,20:00:00,/en/matches/6f61851c/Saudi-Arabia-Ecuador-September-23-2022-Friendlies-M
,2022,Saudi Arabia,2022-09-27 United States-United States,2022-09-27,Friendlies (M),Tue,Neutral,D,0,0,United States,,0,,,1,0,0,0,0,20:00:00,/en/matches/56bde19a/Saudi-Arabia-United-States-September-27-2022-Friendlies-M
,2022,Saudi Arabia,2022-11-06 Iceland-Iceland,2022-11-06,Friendlies (M),Sun,Neutral,W,1,0,Iceland,,0,,,1,0,0,0,0,16:00:00,/en/matches/70fb36a0/Saudi-Arabia-Iceland-November-6-2022-Friendlies-M
,2022,Saudi Arabia,2022-11-10 Panama-Panama,2022-11-10,Friendlies (M),Thu,Neutral,D,1,1,Panama,,1,,,0,0,0,0,0,16:00:00,/en/matches/f7b38ce5/Saudi-Arabia-Panama-November-10-2022-Friendlies-M
,2022,Saudi Arabia,2022-11-16 Croatia-Croatia,2022-11-16,Friendlies (M),Wed,Neutral,L,0,1,Croatia,,1,,,0,0,0,0,0,15:00:00,/en/matches/8e701a35/Saudi-Arabia-Croatia-November-16-2022-Friendlies-M
,2022,Saudi Arabia,2022-11-22 Argentina-Argentina,2022-11-22,Group stage,Tue,Neutral,W,2,1,Argentina,6,1,5,83.3,0,1,1,0,0,13:00:00,/en/matches/109ad6ba/Argentina-Saudi-Arabia-November-22-2022-World-Cup
,2022,Saudi Arabia,2022-11-26 Poland-Poland,2022-11-26,Group stage,Sat,Neutral,L,0,2,Poland,3,2,1,33.3,0,0,0,0,0,16:00:00,/en/matches/8c7e37e6/Poland-Saudi-Arabia-November-26-2022-World-Cup
,2022,Saudi Arabia,2022-11-30 Mexico-Mexico,2022-11-30,Group stage,Wed,Neutral,L,1,2,Mexico,10,2,8,80.0,0,0,0,0,0,22:00:00,/en/matches/6d3741e9/Saudi-Arabia-Mexico-November-30-2022-World-Cup
,2022,Senegal,2021-09-01 Senegal-Togo,2021-09-01,Second round,Wed,Home,W,2,0,Togo,,0,,,1,0,0,0,0,16:00:00,/en/matches/cf33f3f8/Senegal-Togo-September-1-2021-WCQ----CAF-M
,2022,Senegal,2021-09-07 Congo-Senegal,2021-09-07,Second round,Tue,Away,W,3,1,Congo,,1,,,0,1,1,0,0,17:00:00,/en/matches/3634ff51/Congo-Senegal-September-7-2021-WCQ----CAF-M
,2022,Senegal,2021-10-09 Senegal-Namibia,2021-10-09,Second round,Sat,Home,W,4,1,Namibia,,1,,,0,0,0,0,0,19:00:00,/en/matches/a39997dd/Senegal-Namibia-October-9-2021-WCQ----CAF-M
,2022,Senegal,2021-10-12 Namibia-Senegal,2021-10-12,Second round,Tue,Away,W,3,1,Namibia,,1,,,0,0,0,0,0,15:00:00,/en/matches/b332bf13/Namibia-Senegal-October-12-2021-WCQ----CAF-M
,2022,Senegal,2021-11-11 Togo-Senegal,2021-11-11,Second round,Thu,Away,D,1,1,Togo,,1,,,0,0,0,0,0,19:00:00,/en/matches/5df18676/Togo-Senegal-November-11-2021-WCQ----CAF-M
,2022,Senegal,2021-11-14 Senegal-Congo,2021-11-14,Second round,Sun,Home,W,2,0,Congo,,0,,,1,0,0,0,0,19:00:00,/en/matches/74b6a6de/Senegal-Congo-November-14-2021-WCQ----CAF-M
,2022,Senegal,2022-03-25 Egypt-Senegal,2022-03-25,Third round,Fri,Away,L,0,1,Egypt,,1,,,0,0,0,0,0,21:30:00,/en/matches/d430cf43/Egypt-Senegal-March-25-2022-WCQ----CAF-M
,2022,Senegal,2022-03-29 Senegal-Egypt,2022-03-29,Third round,Tue,Home,W,1 (3),0 (1),Egypt,,0,,,1,0,0,0,0,17:00:00,/en/matches/03a95112/Senegal-Egypt-March-29-2022-WCQ----CAF-M
,2022,Senegal,2022-09-24 Bolivia-Bolivia,2022-09-24,Friendlies (M),Sat,Neutral,W,2,0,Bolivia,,0,,,1,0,0,0,0,19:15:00,/en/matches/30db6556/Senegal-Bolivia-September-24-2022-Friendlies-M
,2022,Senegal,2022-09-27 IR Iran-IR Iran,2022-09-27,Friendlies (M),Tue,Neutral,D,1,1,IR Iran,,1,,,0,0,0,0,0,16:30:00,/en/matches/67e4474e/IR-Iran-Senegal-September-27-2022-Friendlies-M
,2022,Senegal,2022-11-21 Netherlands-Netherlands,2022-11-21,Group stage,Mon,Neutral,L,0,2,Netherlands,3,2,1,33.3,0,0,0,0,0,19:00:00,/en/matches/21eb041c/Senegal-Netherlands-November-21-2022-World-Cup
,2022,Senegal,2022-11-25 Qatar-Qatar,2022-11-25,Group stage,Fri,Neutral,W,3,1,Qatar,3,1,2,66.7,0,0,0,0,0,16:00:00,/en/matches/bfc75e3c/Qatar-Senegal-November-25-2022-World-Cup
,2022,Senegal,2022-11-29 Ecuador-Ecuador,2022-11-29,Group stage,Tue,Neutral,W,2,1,Ecuador,4,1,3,75.0,0,0,0,0,0,18:00:00,/en/matches/d33eadf0/Ecuador-Senegal-November-29-2022-World-Cup
,2022,Senegal,2022-12-04 England-England,2022-12-04,Round of 16,Sun,Neutral,L,0,3,England,4,3,1,25.0,0,0,0,0,0,22:00:00,/en/matches/a323f701/England-Senegal-December-4-2022-World-Cup
,2022,Serbia,2021-03-24 Serbia-Rep. of Ireland,2021-03-24,First round,Wed,Home,W,3,2,Rep. of Ireland,2,2,0,0.0,0,0,0,0,0,20:45:00,/en/matches/073563b0/Serbia-Republic-of-Ireland-March-24-2021-WCQ----UEFA-M
,2022,Serbia,2021-03-27 Serbia-Portugal,2021-03-27,First round,Sat,Home,D,2,2,Portugal,3,2,1,33.3,0,0,0,0,0,20:45:00,/en/matches/b6d12ef3/Serbia-Portugal-March-27-2021-WCQ----UEFA-M
,2022,Serbia,2021-03-30 Azerbaijan-Serbia,2021-03-30,First round,Tue,Away,W,2,1,Azerbaijan,2,1,1,50.0,0,1,1,0,0,20:00:00,/en/matches/9a0998f8/Azerbaijan-Serbia-March-30-2021-WCQ----UEFA-M
,2022,Serbia,2021-09-04 Serbia-Luxembourg,2021-09-04,First round,Sat,Home,W,4,1,Luxembourg,1,1,0,0.0,0,0,0,0,0,18:00:00,/en/matches/17236111/Serbia-Luxembourg-September-4-2021-WCQ----UEFA-M
,2022,Serbia,2021-09-07 Rep. of Ireland-Serbia,2021-09-07,First round,Tue,Away,D,1,1,Rep. of Ireland,3,1,2,66.7,0,0,0,0,0,19:45:00,/en/matches/25ecd6dc/Republic-of-Ireland-Serbia-September-7-2021-WCQ----UEFA-M
,2022,Serbia,2021-10-09 Luxembourg-Serbia,2021-10-09,First round,Sat,Away,W,1,0,Luxembourg,1,0,1,100.0,1,0,0,0,0,20:45:00,/en/matches/ab617d23/Luxembourg-Serbia-October-9-2021-WCQ----UEFA-M
,2022,Serbia,2021-10-12 Serbia-Azerbaijan,2021-10-12,First round,Tue,Home,W,3,1,Azerbaijan,1,1,0,0.0,0,0,0,0,0,20:45:00,/en/matches/eb73e319/Serbia-Azerbaijan-October-12-2021-WCQ----UEFA-M
,2022,Serbia,2021-11-14 Portugal-Serbia,2021-11-14,First round,Sun,Away,W,2,1,Portugal,3,1,2,66.7,0,0,0,0,0,19:45:00,/en/matches/0cc44e9b/Portugal-Serbia-November-14-2021-WCQ----UEFA-M
,2022,Serbia,2022-03-24 Hungary-Hungary,2022-03-24,Friendlies (M),Thu,Neutral,W,1,0,Hungary,,0,,,1,0,0,0,0,19:30:00,/en/matches/d8e02c5c/Hungary-Serbia-March-24-2022-Friendlies-M
,2022,Serbia,2022-03-29 Denmark-Denmark,2022-03-29,Friendlies (M),Tue,Neutral,L,0,3,Denmark,,3,,,0,0,0,0,0,18:00:00,/en/matches/cfd42a80/Denmark-Serbia-March-29-2022-Friendlies-M
,2022,Serbia,2022-11-18 Bahrain-Bahrain,2022-11-18,Friendlies (M),Fri,Neutral,W,5,1,Bahrain,,1,,,0,1,1,0,0,18:30:00,/en/matches/871fc65d/Bahrain-Serbia-November-18-2022-Friendlies-M
,2022,Serbia,2022-11-24 Brazil-Brazil,2022-11-24,Group stage,Thu,Neutral,L,0,2,Brazil,8,2,6,75.0,0,0,0,0,0,22:00:00,/en/matches/457c3fcf/Brazil-Serbia-November-24-2022-World-Cup
,2022,Serbia,2022-11-28 Cameroon-Cameroon,2022-11-28,Group stage,Mon,Neutral,D,3,3,Cameroon,8,3,5,62.5,0,0,0,0,0,13:00:00,/en/matches/fbe95cd2/Cameroon-Serbia-November-28-2022-World-Cup
,2022,Serbia,2022-12-02 Switzerland-Switzerland,2022-12-02,Group stage,Fri,Neutral,L,2,3,Switzerland,7,3,4,57.1,0,0,0,0,0,22:00:00,/en/matches/cef4945f/Serbia-Switzerland-December-2-2022-World-Cup
,2022,Spain,2021-03-25 Spain-Greece,2021-03-25,First round,Thu,Home,D,1,1,Greece,1,1,0,0.0,0,1,1,0,0,20:45:00,/en/matches/9b689536/Spain-Greece-March-25-2021-WCQ----UEFA-M
,2022,Spain,2021-03-28 Georgia-Spain,2021-03-28,First round,Sun,Away,W,2,1,Georgia,2,1,1,50.0,0,0,0,0,0,20:00:00,/en/matches/4e0237d2/Georgia-Spain-March-28-2021-WCQ----UEFA-M
,2022,Spain,2021-03-31 Spain-Kosovo,2021-03-31,First round,Wed,Home,W,3,1,Kosovo,1,1,0,0.0,0,0,0,0,0,20:45:00,/en/matches/e746a4d9/Spain-Kosovo-March-31-2021-WCQ----UEFA-M
,2022,Spain,2021-09-02 Sweden-Spain,2021-09-02,First round,Thu,Away,L,1,2,Sweden,4,2,2,50.0,0,0,0,0,0,20:45:00,/en/matches/a2c7d162/Sweden-Spain-September-2-2021-WCQ----UEFA-M
,2022,Spain,2021-09-05 Spain-Georgia,2021-09-05,First round,Sun,Home,W,4,0,Georgia,3,0,2,100.0,2,0,0,0,0,20:45:00,/en/matches/c964cf05/Spain-Georgia-September-5-2021-WCQ----UEFA-M
,2022,Spain,2021-09-08 Kosovo-Spain,2021-09-08,First round,Wed,Away,W,2,0,Kosovo,3,0,3,100.0,1,0,0,0,0,20:45:00,/en/matches/d17ef599/Kosovo-Spain-September-8-2021-WCQ----UEFA-M
,2022,Spain,2021-11-11 Greece-Spain,2021-11-11,First round,Thu,Away,W,1,0,Greece,1,0,1,100.0,1,0,0,0,0,21:45:00,/en/matches/f7183877/Greece-Spain-November-11-2021-WCQ----UEFA-M
,2022,Spain,2021-11-14 Spain-Sweden,2021-11-14,First round,Sun,Home,W,1,0,Sweden,0,0,0,,1,0,0,0,0,20:45:00,/en/matches/d774904e/Spain-Sweden-November-14-2021-WCQ----UEFA-M
,2022,Spain,2022-03-26 Albania-Albania,2022-03-26,Friendlies (M),Sat,Neutral,W,2,1,Albania,,1,,,0,0,0,0,0,19:45:00,/en/matches/2e427819/Spain-Albania-March-26-2022-Friendlies-M
,2022,Spain,2022-03-29 Iceland-Iceland,2022-03-29,Friendlies (M),Tue,Neutral,W,5,0,Iceland,,0,,,1,0,0,0,0,20:45:00,/en/matches/c2262bba/Spain-Iceland-March-29-2022-Friendlies-M
,2022,Spain,2022-11-23 Costa Rica-Costa Rica,2022-11-23,Group stage,Wed,Neutral,W,7,0,Costa Rica,0,0,0,,1,0,0,0,0,19:00:00,/en/matches/dadb1883/Spain-Costa-Rica-November-23-2022-World-Cup
,2022,Spain,2022-11-27 Germany-Germany,2022-11-27,Group stage,Sun,Neutral,D,1,1,Germany,4,1,3,75.0,0,0,0,0,0,22:00:00,/en/matches/9397f79c/Spain-Germany-November-27-2022-World-Cup
,2022,Spain,2022-12-01 Japan-Japan,2022-12-01,Group stage,Thu,Neutral,L,1,2,Japan,3,2,1,33.3,0,0,0,0,0,22:00:00,/en/matches/f04828fe/Japan-Spain-December-1-2022-World-Cup
,2022,Spain,2022-12-06 Morocco-Morocco,2022-12-06,Round of 16,Tue,Neutral,D,0 (0),0 (3),Morocco,2,0,2,100.0,1,0,0,0,0,18:00:00,/en/matches/4c0aa6b0/Morocco-Spain-December-6-2022-World-Cup
,2022,Switzerland,2021-03-25 Bulgaria-Switzerland,2021-03-25,First round,Thu,Away,W,3,1,Bulgaria,2,1,1,50.0,0,0,0,0,0,19:00:00,/en/matches/c31d7859/Bulgaria-Switzerland-March-25-2021-WCQ----UEFA-M
,2022,Switzerland,2021-03-28 Switzerland-Lithuania,2021-03-28,First round,Sun,Home,W,1,0,Lithuania,1,0,1,100.0,1,0,0,0,0,20:45:00,/en/matches/01aebd93/Switzerland-Lithuania-March-28-2021-WCQ----UEFA-M
,2022,Switzerland,2021-09-05 Switzerland-Italy,2021-09-05,First round,Sun,Home,D,0,0,Italy,7,0,7,100.0,1,1,0,0,1,20:45:00,/en/matches/fc1d5df1/Switzerland-Italy-September-5-2021-WCQ----UEFA-M
,2022,Switzerland,2021-09-08 Northern Ireland-Switzerland,2021-09-08,First round,Wed,Away,D,0,0,Northern Ireland,0,0,0,,1,0,0,0,0,19:45:00,/en/matches/2c1f6757/Northern-Ireland-Switzerland-September-8-2021-WCQ----UEFA-M
,2022,Switzerland,2021-10-09 Switzerland-Northern Ireland,2021-10-09,First round,Sat,Home,W,2,0,Northern Ireland,1,0,1,100.0,1,0,0,0,0,20:45:00,/en/matches/6d3bdca9/Switzerland-Northern-Ireland-October-9-2021-WCQ----UEFA-M
,2022,Switzerland,2021-10-12 Lithuania-Switzerland,2021-10-12,First round,Tue,Away,W,4,0,Lithuania,0,0,0,,1,0,0,0,0,21:45:00,/en/matches/975040b2/Lithuania-Switzerland-October-12-2021-WCQ----UEFA-M
,2022,Switzerland,2021-11-12 Italy-Switzerland,2021-11-12,First round,Fri,Away,D,1,1,Italy,4,1,3,75.0,0,1,0,0,1,20:45:00,/en/matches/c6d0850e/Italy-Switzerland-November-12-2021-WCQ----UEFA-M
