league,season,team,game,date,round,day,venue,result,GF,GA,opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,time,match_report
,2018,Egypt,2018-03-27 Egypt-Greece,2018-03-27,Friendlies (M),Tue,Home,L,0,1,Greece,0,,,,,,0,0,20:00:00,/en/matches/0d1d29cb/Egypt-Greece-March-27-2018-Friendlies-M
,2018,Egypt,2018-05-25 Kuwait-Egypt,2018-05-25,Friendlies (M),Fri,Away,D,1,1,Kuwait,1,,,,,,0,0,22:00:00,/en/matches/95f6d1e7/Kuwait-Egypt-May-25-2018-Friendlies-M
,2018,Egypt,2018-06-01 Egypt-Colombia,2018-06-01,Friendlies (M),Fri,Home,D,0,0,Colombia,0,,,,,,0,0,21:15:00,/en/matches/d0ed4798/Egypt-Colombia-June-1-2018-Friendlies-M
,2018,Egypt,2018-06-06 Belgium-Egypt,2018-06-06,Friendlies (M),Wed,Away,L,0,3,Belgium,0,,,,,,0,0,20:45:00,/en/matches/bd53106c/Belgium-Egypt-June-6-2018-Friendlies-M
,2018,Egypt,2018-06-15 Uruguay-Uruguay,2018-06-15,Group stage,Fri,Neutral,L,0,1,Uruguay,0,8,3,37.5,0.0,0.0,0,0,17:00:00,/en/matches/cea695e1/Egypt-Uruguay-June-15-2018-World-Cup
,2018,Egypt,2018-06-19 Russia-Russia,2018-06-19,Group stage,Tue,Neutral,L,1,3,Russia,1,13,1,7.7,0.0,0.0,1,1,21:00:00,/en/matches/d054010d/Russia-Egypt-June-19-2018-World-Cup
,2018,Egypt,2018-06-25 Saudi Arabia-Saudi Arabia,2018-06-25,Group stage,Mon,Neutral,L,1,2,Saudi Arabia,1,7,1,14.3,0.14,1.0,0,0,17:00:00,/en/matches/2fa10320/Saudi-Arabia-Egypt-June-25-2018-World-Cup
,2018,England,2016-09-04 Slovakia-England,2016-09-04,First round,Sun,Away,W,1,0,Slovakia,1,,,,,,0,0,18:00:00,/en/matches/e5a3fa4d/Slovakia-England-September-4-2016-WCQ----UEFA-M
,2018,England,2016-10-08 England-Malta,2016-10-08,First round,Sat,Home,W,2,0,Malta,2,,,,,,0,0,17:00:00,/en/matches/9db2742d/England-Malta-October-8-2016-WCQ----UEFA-M
,2018,England,2016-10-11 Slovenia-England,2016-10-11,First round,Tue,Away,D,0,0,Slovenia,0,,,,,,0,0,20:45:00,/en/matches/3eb7a7d6/Slovenia-England-October-11-2016-WCQ----UEFA-M
,2018,England,2016-11-11 England-Scotland,2016-11-11,First round,Fri,Home,W,3,0,Scotland,3,,,,,,0,0,19:45:00,/en/matches/5a915720/England-Scotland-November-11-2016-WCQ----UEFA-M
,2018,England,2017-03-26 England-Lithuania,2017-03-26,First round,Sun,Home,W,2,0,Lithuania,2,,,,,,0,0,17:00:00,/en/matches/c1780ebd/England-Lithuania-March-26-2017-WCQ----UEFA-M
,2018,England,2017-06-10 Scotland-England,2017-06-10,First round,Sat,Away,D,2,2,Scotland,2,,,,,,0,0,17:00:00,/en/matches/45827040/Scotland-England-June-10-2017-WCQ----UEFA-M
,2018,England,2017-09-01 Malta-England,2017-09-01,First round,Fri,Away,W,4,0,Malta,4,,,,,,0,0,20:45:00,/en/matches/cf6b17da/Malta-England-September-1-2017-WCQ----UEFA-M
,2018,England,2017-09-04 England-Slovakia,2017-09-04,First round,Mon,Home,W,2,1,Slovakia,2,,,,,,0,0,19:45:00,/en/matches/b2dc6047/England-Slovakia-September-4-2017-WCQ----UEFA-M
,2018,England,2017-10-05 England-Slovenia,2017-10-05,First round,Thu,Home,W,1,0,Slovenia,1,,,,,,0,0,19:45:00,/en/matches/ae738b14/England-Slovenia-October-5-2017-WCQ----UEFA-M
,2018,England,2017-10-08 Lithuania-England,2017-10-08,First round,Sun,Away,W,1,0,Lithuania,1,,,,,,1,1,19:00:00,/en/matches/ef58dc07/Lithuania-England-October-8-2017-WCQ----UEFA-M
,2018,England,2018-03-23 Netherlands-England,2018-03-23,Friendlies (M),Fri,Away,W,1,0,Netherlands,1,,,,,,0,0,20:45:00,/en/matches/658f61ee/Netherlands-England-March-23-2018-Friendlies-M
,2018,England,2018-03-27 England-Italy,2018-03-27,Friendlies (M),Tue,Home,D,1,1,Italy,1,,,,,,0,0,20:00:00,/en/matches/f6447695/England-Italy-March-27-2018-Friendlies-M
,2018,England,2018-06-02 England-Nigeria,2018-06-02,Friendlies (M),Sat,Home,W,2,1,Nigeria,2,,,,,,0,0,17:15:00,/en/matches/89235aed/England-Nigeria-June-2-2018-Friendlies-M
,2018,England,2018-06-07 England-Costa Rica,2018-06-07,Friendlies (M),Thu,Home,W,2,0,Costa Rica,2,,,,,,0,0,20:00:00,/en/matches/94ff5de8/England-Costa-Rica-June-7-2018-Friendlies-M
,2018,England,2018-06-18 Tunisia-Tunisia,2018-06-18,Group stage,Mon,Neutral,W,2,1,Tunisia,2,18,8,44.4,0.11,0.25,0,0,21:00:00,/en/matches/3dbb130b/Tunisia-England-June-18-2018-World-Cup
,2018,England,2018-06-24 Panama-Panama,2018-06-24,Group stage,Sun,Neutral,W,6,1,Panama,6,11,7,63.6,0.36,0.57,2,2,15:00:00,/en/matches/f68efc38/England-Panama-June-24-2018-World-Cup
,2018,England,2018-06-28 Belgium-Belgium,2018-06-28,Group stage,Thu,Neutral,L,0,1,Belgium,0,11,2,18.2,0.0,0.0,0,0,20:00:00,/en/matches/5c20eb91/England-Belgium-June-28-2018-World-Cup
,2018,England,2018-07-03 Colombia-Colombia,2018-07-03,Round of 16,Tue,Neutral,D,1 (4),1 (3),Colombia,1,16,2,12.5,0.0,0.0,1,1,21:00:00,/en/matches/878a02fd/Colombia-England-July-3-2018-World-Cup
,2018,England,2018-07-07 Sweden-Sweden,2018-07-07,Quarter-finals,Sat,Neutral,W,2,0,Sweden,2,12,2,16.7,0.17,1.0,0,0,18:00:00,/en/matches/c7b2bf0a/Sweden-England-July-7-2018-World-Cup
,2018,England,2018-07-11 Croatia-Croatia,2018-07-11,Semi-finals,Wed,Neutral,L,1,2,Croatia,1,11,2,18.2,0.09,0.5,0,0,21:00:00,/en/matches/12d32bfa/Croatia-England-July-11-2018-World-Cup
,2018,England,2018-07-14 Belgium-Belgium,2018-07-14,Third-place match,Sat,Neutral,L,0,2,Belgium,0,15,6,40.0,0.0,0.0,0,0,17:00:00,/en/matches/bc417615/Belgium-England-July-14-2018-World-Cup
,2018,England,2018-09-11 England-Switzerland,2018-09-11,Friendlies (M),Tue,Home,W,1,0,Switzerland,1,,,,,,0,0,20:00:00,/en/matches/65049ac4/England-Switzerland-September-11-2018-Friendlies-M
,2018,England,2018-11-15 England-United States,2018-11-15,Friendlies (M),Thu,Home,W,3,0,United States,3,,,,,,0,0,20:00:00,/en/matches/4d5a8eb8/England-United-States-November-15-2018-Friendlies-M
,2018,France,2016-09-06 Belarus-France,2016-09-06,First round,Tue,Away,D,0,0,Belarus,0,,,,,,0,0,21:45:00,/en/matches/16253d86/Belarus-France-September-6-2016-WCQ----UEFA-M
,2018,France,2016-10-07 France-Bulgaria,2016-10-07,First round,Fri,Home,W,4,1,Bulgaria,4,,,,,,0,0,20:45:00,/en/matches/5fe0c7b2/France-Bulgaria-October-7-2016-WCQ----UEFA-M
,2018,France,2016-10-10 Netherlands-France,2016-10-10,First round,Mon,Away,W,1,0,Netherlands,1,,,,,,0,0,20:45:00,/en/matches/a8c554f8/Netherlands-France-October-10-2016-WCQ----UEFA-M
,2018,France,2016-11-11 France-Sweden,2016-11-11,First round,Fri,Home,W,2,1,Sweden,2,,,,,,0,0,20:45:00,/en/matches/340c4921/France-Sweden-November-11-2016-WCQ----UEFA-M
,2018,France,2017-03-25 Luxembourg-France,2017-03-25,First round,Sat,Away,W,3,1,Luxembourg,3,,,,,,1,1,20:45:00,/en/matches/97071dbf/Luxembourg-France-March-25-2017-WCQ----UEFA-M
,2018,France,2017-06-09 Sweden-France,2017-06-09,First round,Fri,Away,L,1,2,Sweden,1,,,,,,0,0,20:45:00,/en/matches/3d31b030/Sweden-France-June-9-2017-WCQ----UEFA-M
,2018,France,2017-08-31 France-Netherlands,2017-08-31,First round,Thu,Home,W,4,0,Netherlands,4,,,,,,0,0,20:45:00,/en/matches/54833df2/France-Netherlands-August-31-2017-WCQ----UEFA-M
,2018,France,2017-09-03 France-Luxembourg,2017-09-03,First round,Sun,Home,D,0,0,Luxembourg,0,,,,,,0,0,20:45:00,/en/matches/99a843bf/France-Luxembourg-September-3-2017-WCQ----UEFA-M
,2018,France,2017-10-07 Bulgaria-France,2017-10-07,First round,Sat,Away,W,1,0,Bulgaria,1,,,,,,0,0,21:45:00,/en/matches/8e6b0a27/Bulgaria-France-October-7-2017-WCQ----UEFA-M
,2018,France,2017-10-10 France-Belarus,2017-10-10,First round,Tue,Home,W,2,1,Belarus,2,,,,,,0,0,20:45:00,/en/matches/1e426392/France-Belarus-October-10-2017-WCQ----UEFA-M
,2018,France,2018-03-23 France-Colombia,2018-03-23,Friendlies (M),Fri,Home,L,2,3,Colombia,2,,,,,,0,0,21:00:00,/en/matches/8372e20f/France-Colombia-March-23-2018-Friendlies-M
,2018,France,2018-03-27 Russia-France,2018-03-27,Friendlies (M),Tue,Away,W,3,1,Russia,3,,,,,,0,0,18:50:00,/en/matches/e0f36eb3/Russia-France-March-27-2018-Friendlies-M
,2018,France,2018-05-28 France-Rep. of Ireland,2018-05-28,Friendlies (M),Mon,Home,W,2,0,Rep. of Ireland,2,,,,,,0,0,21:00:00,/en/matches/389d0153/France-Republic-of-Ireland-May-28-2018-Friendlies-M
,2018,France,2018-06-01 France-Italy,2018-06-01,Friendlies (M),Fri,Home,W,3,1,Italy,3,,,,,,1,1,21:05:00,/en/matches/43ee36aa/France-Italy-June-1-2018-Friendlies-M
,2018,France,2018-06-09 France-United States,2018-06-09,Friendlies (M),Sat,Home,D,1,1,United States,1,,,,,,0,0,21:00:00,/en/matches/62abb990/France-United-States-June-9-2018-Friendlies-M
,2018,France,2018-06-16 Australia-Australia,2018-06-16,Group stage,Sat,Neutral,W,2,1,Australia,1,13,6,46.2,0.0,0.0,1,1,13:00:00,/en/matches/99aa0597/France-Australia-June-16-2018-World-Cup
,2018,France,2018-06-21 Peru-Peru,2018-06-21,Group stage,Thu,Neutral,W,1,0,Peru,1,12,4,33.3,0.08,0.25,0,0,20:00:00,/en/matches/a8de3334/France-Peru-June-21-2018-World-Cup
,2018,France,2018-06-26 Denmark-Denmark,2018-06-26,Group stage,Tue,Neutral,D,0,0,Denmark,0,11,3,27.3,0.0,0.0,0,0,17:00:00,/en/matches/6a60e1ab/Denmark-France-June-26-2018-World-Cup
,2018,France,2018-06-30 Argentina-Argentina,2018-06-30,Round of 16,Sat,Neutral,W,4,3,Argentina,4,9,4,44.4,0.33,0.75,1,1,17:00:00,/en/matches/1c9745ea/France-Argentina-June-30-2018-World-Cup
,2018,France,2018-07-06 Uruguay-Uruguay,2018-07-06,Quarter-finals,Fri,Neutral,W,2,0,Uruguay,2,11,2,18.2,0.18,1.0,0,0,17:00:00,/en/matches/7d3f9961/Uruguay-France-July-6-2018-World-Cup
,2018,France,2018-07-10 Belgium-Belgium,2018-07-10,Semi-finals,Tue,Neutral,W,1,0,Belgium,1,20,5,25.0,0.05,0.2,0,0,21:00:00,/en/matches/605079c0/France-Belgium-July-10-2018-World-Cup
,2018,France,2018-07-15 Croatia-Croatia,2018-07-15,Final,Sun,Neutral,W,4,2,Croatia,3,9,6,66.7,0.22,0.33,1,1,18:00:00,/en/matches/a7957cf1/France-Croatia-July-15-2018-World-Cup
,2018,France,2018-10-11 France-Iceland,2018-10-11,Friendlies (M),Thu,Home,D,2,2,Iceland,1,,,,,,1,1,21:00:00,/en/matches/83a99c8c/France-Iceland-October-11-2018-Friendlies-M
,2018,France,2018-11-20 France-Uruguay,2018-11-20,Friendlies (M),Tue,Home,W,1,0,Uruguay,1,,,,,,1,1,21:00:00,/en/matches/d6f036bc/France-Uruguay-November-20-2018-Friendlies-M
,2018,Germany,2016-09-04 Norway-Germany,2016-09-04,First round,Sun,Away,W,3,0,Norway,3,,,,,,0,0,20:45:00,/en/matches/20caf329/Norway-Germany-September-4-2016-WCQ----UEFA-M
,2018,Germany,2016-10-08 Germany-Czechia,2016-10-08,First round,Sat,Home,W,3,0,Czechia,3,,,,,,0,0,20:45:00,/en/matches/12b9f769/Germany-Czechia-October-8-2016-WCQ----UEFA-M
,2018,Germany,2016-10-11 Germany-Northern Ireland,2016-10-11,First round,Tue,Home,W,2,0,Northern Ireland,2,,,,,,0,0,20:45:00,/en/matches/9a111081/Germany-Northern-Ireland-October-11-2016-WCQ----UEFA-M
,2018,Germany,2016-11-11 San Marino-Germany,2016-11-11,First round,Fri,Away,W,8,0,San Marino,7,,,,,,0,0,20:45:00,/en/matches/2e66bbe1/San-Marino-Germany-November-11-2016-WCQ----UEFA-M
,2018,Germany,2017-03-26 Azerbaijan-Germany,2017-03-26,First round,Sun,Away,W,4,1,Azerbaijan,4,,,,,,0,0,20:00:00,/en/matches/972cdcc0/Azerbaijan-Germany-March-26-2017-WCQ----UEFA-M
,2018,Germany,2017-06-10 Germany-San Marino,2017-06-10,First round,Sat,Home,W,7,0,San Marino,7,,,,,,0,0,20:45:00,/en/matches/14900727/Germany-San-Marino-June-10-2017-WCQ----UEFA-M
,2018,Germany,2017-09-01 Czechia-Germany,2017-09-01,First round,Fri,Away,W,2,1,Czechia,2,,,,,,0,0,20:45:00,/en/matches/0c9cd0be/Czechia-Germany-September-1-2017-WCQ----UEFA-M
,2018,Germany,2017-09-04 Germany-Norway,2017-09-04,First round,Mon,Home,W,6,0,Norway,6,,,,,,0,0,20:45:00,/en/matches/603bd616/Germany-Norway-September-4-2017-WCQ----UEFA-M
,2018,Germany,2017-10-05 Northern Ireland-Germany,2017-10-05,First round,Thu,Away,W,3,1,Northern Ireland,3,,,,,,0,0,19:45:00,/en/matches/cd01744c/Northern-Ireland-Germany-October-5-2017-WCQ----UEFA-M
,2018,Germany,2017-10-08 Germany-Azerbaijan,2017-10-08,First round,Sun,Home,W,5,1,Azerbaijan,5,,,,,,0,0,20:45:00,/en/matches/d9523c57/Germany-Azerbaijan-October-8-2017-WCQ----UEFA-M
,2018,Germany,2018-03-23 Germany-Spain,2018-03-23,Friendlies (M),Fri,Home,D,1,1,Spain,1,,,,,,0,0,20:45:00,/en/matches/e8fe0c7b/Germany-Spain-March-23-2018-Friendlies-M
,2018,Germany,2018-03-27 Germany-Brazil,2018-03-27,Friendlies (M),Tue,Home,L,0,1,Brazil,0,,,,,,0,0,20:45:00,/en/matches/4bee60c1/Germany-Brazil-March-27-2018-Friendlies-M
,2018,Germany,2018-06-02 Austria-Germany,2018-06-02,Friendlies (M),Sat,Away,L,1,2,Austria,1,,,,,,0,0,19:40:00,/en/matches/e985c308/Austria-Germany-June-2-2018-Friendlies-M
,2018,Germany,2018-06-08 Germany-Saudi Arabia,2018-06-08,Friendlies (M),Fri,Home,W,2,1,Saudi Arabia,1,,,,,,0,0,19:30:00,/en/matches/7b6cf888/Germany-Saudi-Arabia-June-8-2018-Friendlies-M
,2018,Germany,2018-06-17 Mexico-Mexico,2018-06-17,Group stage,Sun,Neutral,L,0,1,Mexico,0,26,9,34.6,0.0,0.0,0,0,18:00:00,/en/matches/4100c1fb/Germany-Mexico-June-17-2018-World-Cup
,2018,Germany,2018-06-23 Sweden-Sweden,2018-06-23,Group stage,Sat,Neutral,W,2,1,Sweden,2,18,6,33.3,0.11,0.33,0,0,21:00:00,/en/matches/e9fc9e82/Germany-Sweden-June-23-2018-World-Cup
,2018,Germany,2018-06-27 Korea Republic-Korea Republic,2018-06-27,Group stage,Wed,Neutral,L,0,2,Korea Republic,0,28,6,21.4,0.0,0.0,0,0,17:00:00,/en/matches/4743cce5/Korea-Republic-Germany-June-27-2018-World-Cup
,2018,Germany,2018-09-09 Germany-Peru,2018-09-09,Friendlies (M),Sun,Home,W,2,1,Peru,2,,,,,,0,0,20:45:00,/en/matches/10b4150b/Germany-Peru-September-9-2018-Friendlies-M
,2018,Germany,2018-11-15 Germany-Russia,2018-11-15,Friendlies (M),Thu,Home,W,3,0,Russia,3,,,,,,0,0,20:45:00,/en/matches/528a2c11/Germany-Russia-November-15-2018-Friendlies-M
,2018,IR Iran,2015-06-16 Turkmenistan-IR Iran,2015-06-16,Second round,Tue,Away,D,1,1,Turkmenistan,1,,,,,,0,0,18:00:00,/en/matches/c673753c/Turkmenistan-IR-Iran-June-16-2015-WCQ----AFC-M
,2018,IR Iran,2015-09-03 IR Iran-Guam,2015-09-03,Second round,Thu,Home,W,6,0,Guam,6,,,,,,1,1,19:00:00,/en/matches/1b8adb68/IR-Iran-Guam-September-3-2015-WCQ----AFC-M
,2018,IR Iran,2015-09-08 India-IR Iran,2015-09-08,Second round,Tue,Away,W,3,0,India,3,,,,,,0,0,19:00:00,/en/matches/eeaa0afe/India-IR-Iran-September-8-2015-WCQ----AFC-M
,2018,IR Iran,2015-10-08 Oman-IR Iran,2015-10-08,Second round,Thu,Away,D,1,1,Oman,1,,,,,,0,0,18:30:00,/en/matches/d4da2672/Oman-IR-Iran-October-8-2015-WCQ----AFC-M
,2018,IR Iran,2015-11-12 IR Iran-Turkmenistan,2015-11-12,Second round,Thu,Home,W,3,1,Turkmenistan,3,,,,,,1,1,15:00:00,/en/matches/187ca5dd/IR-Iran-Turkmenistan-November-12-2015-WCQ----AFC-M
,2018,IR Iran,2015-11-17 Guam-IR Iran,2015-11-17,Second round,Tue,Away,W,6,0,Guam,6,,,,,,1,1,15:30:00,/en/matches/73a53675/Guam-IR-Iran-November-17-2015-WCQ----AFC-M
,2018,IR Iran,2016-03-24 IR Iran-India,2016-03-24,Second round,Thu,Home,W,4,0,India,4,,,,,,2,2,19:00:00,/en/matches/1553ca30/IR-Iran-India-March-24-2016-WCQ----AFC-M
,2018,IR Iran,2016-03-29 IR Iran-Oman,2016-03-29,Second round,Tue,Home,W,2,0,Oman,2,,,,,,0,0,19:00:00,/en/matches/34dd6b6a/IR-Iran-Oman-March-29-2016-WCQ----AFC-M
,2018,IR Iran,2016-09-01 IR Iran-Qatar,2016-09-01,Third round,Thu,Home,W,2,0,Qatar,2,,,,,,0,0,21:00:00,/en/matches/8dcc0584/IR-Iran-Qatar-September-1-2016-WCQ----AFC-M
,2018,IR Iran,2016-09-06 China PR-IR Iran,2016-09-06,Third round,Tue,Away,D,0,0,China PR,0,,,,,,0,0,19:35:00,/en/matches/c32bc359/China-PR-IR-Iran-September-6-2016-WCQ----AFC-M
,2018,IR Iran,2016-10-06 Uzbekistan-IR Iran,2016-10-06,Third round,Thu,Away,W,1,0,Uzbekistan,1,,,,,,0,0,18:00:00,/en/matches/76d8c684/Uzbekistan-IR-Iran-October-6-2016-WCQ----AFC-M
,2018,IR Iran,2016-10-11 IR Iran-Korea Republic,2016-10-11,Third round,Tue,Home,W,1,0,Korea Republic,1,,,,,,0,0,18:15:00,/en/matches/30fa9575/IR-Iran-Korea-Republic-October-11-2016-WCQ----AFC-M
,2018,IR Iran,2016-11-15 Syria-IR Iran,2016-11-15,Third round,Tue,Away,D,0,0,Syria,0,,,,,,0,0,20:45:00,/en/matches/deb49ef7/Syria-IR-Iran-November-15-2016-WCQ----AFC-M
,2018,IR Iran,2017-03-23 Qatar-IR Iran,2017-03-23,Third round,Thu,Away,W,1,0,Qatar,1,,,,,,0,0,19:00:00,/en/matches/f326ea29/Qatar-IR-Iran-March-23-2017-WCQ----AFC-M
,2018,IR Iran,2017-03-28 IR Iran-China PR,2017-03-28,Third round,Tue,Home,W,1,0,China PR,1,,,,,,0,0,16:30:00,/en/matches/b4f589ac/IR-Iran-China-PR-March-28-2017-WCQ----AFC-M
,2018,IR Iran,2017-06-12 IR Iran-Uzbekistan,2017-06-12,Third round,Mon,Home,W,2,0,Uzbekistan,2,,,,,,0,1,21:15:00,/en/matches/af6e08ee/IR-Iran-Uzbekistan-June-12-2017-WCQ----AFC-M
,2018,IR Iran,2017-08-31 Korea Republic-IR Iran,2017-08-31,Third round,Thu,Away,D,0,0,Korea Republic,0,,,,,,0,0,21:00:00,/en/matches/9842f757/Korea-Republic-IR-Iran-August-31-2017-WCQ----AFC-M
,2018,IR Iran,2017-09-05 IR Iran-Syria,2017-09-05,Third round,Tue,Home,D,2,2,Syria,2,,,,,,0,0,19:30:00,/en/matches/f8f1570d/IR-Iran-Syria-September-5-2017-WCQ----AFC-M
,2018,IR Iran,2018-03-17 IR Iran-Sierra Leone,2018-03-17,Friendlies (M),Sat,Home,W,4,0,Sierra Leone,4,,,,,,0,0,15:30:00,/en/matches/edf8122e/IR-Iran-Sierra-Leone-March-17-2018-Friendlies-M
,2018,IR Iran,2018-03-23 Tunisia-IR Iran,2018-03-23,Friendlies (M),Fri,Away,L,0,1,Tunisia,0,,,,,,0,0,19:15:00,/en/matches/4ee7e2b1/Tunisia-IR-Iran-March-23-2018-Friendlies-M
,2018,IR Iran,2018-03-27 IR Iran-Algeria,2018-03-27,Friendlies (M),Tue,Home,W,2,1,Algeria,2,,,,,,0,0,18:00:00,/en/matches/786968b7/IR-Iran-Algeria-March-27-2018-Friendlies-M
,2018,IR Iran,2018-05-19 IR Iran-Uzbekistan,2018-05-19,Friendlies (M),Sat,Home,W,1,0,Uzbekistan,1,,,,,,0,0,21:00:00,/en/matches/9e19c2ad/IR-Iran-Uzbekistan-May-19-2018-Friendlies-M
,2018,IR Iran,2018-05-28 Türkiye-IR Iran,2018-05-28,Friendlies (M),Mon,Away,L,1,2,Türkiye,1,,,,,,1,1,21:15:00,/en/matches/e728c027/Turkiye-IR-Iran-May-28-2018-Friendlies-M
,2018,IR Iran,2018-06-08 IR Iran-Lithuania,2018-06-08,Friendlies (M),Fri,Home,W,1,0,Lithuania,1,,,,,,0,0,18:00:00,/en/matches/35220b02/IR-Iran-Lithuania-June-8-2018-Friendlies-M
,2018,IR Iran,2018-06-15 Morocco-Morocco,2018-06-15,Group stage,Fri,Neutral,W,1,0,Morocco,0,9,2,22.2,0.0,0.0,0,0,18:00:00,/en/matches/028c7b0f/Morocco-IR-Iran-June-15-2018-World-Cup
,2018,IR Iran,2018-06-20 Spain-Spain,2018-06-20,Group stage,Wed,Neutral,L,0,1,Spain,0,7,0,0.0,0.0,,0,0,21:00:00,/en/matches/cd0c54ed/IR-Iran-Spain-June-20-2018-World-Cup
,2018,IR Iran,2018-06-25 Portugal-Portugal,2018-06-25,Group stage,Mon,Neutral,D,1,1,Portugal,1,7,2,28.6,0.0,0.0,1,1,21:00:00,/en/matches/f572accd/IR-Iran-Portugal-June-25-2018-World-Cup
,2018,IR Iran,2018-09-11 Uzbekistan-IR Iran,2018-09-11,Friendlies (M),Tue,Away,W,1,0,Uzbekistan,1,,,,,,0,0,20:00:00,/en/matches/a2d16af3/Uzbekistan-IR-Iran-September-11-2018-Friendlies-M
,2018,IR Iran,2018-10-16 IR Iran-Bolivia,2018-10-16,Friendlies (M),Tue,Home,W,2,1,Bolivia,2,,,,,,0,0,19:30:00,/en/matches/9a95aeed/IR-Iran-Bolivia-October-16-2018-Friendlies-M
,2018,IR Iran,2018-11-15 IR Iran-Trin & Tobago,2018-11-15,Friendlies (M),Thu,Home,W,1,0,Trin & Tobago,1,,,,,,0,1,18:00:00,/en/matches/ef69f4c5/IR-Iran-Trinidad-and-Tobago-November-15-2018-Friendlies-M
,2018,IR Iran,2018-11-20 IR Iran-Venezuela,2018-11-20,Friendlies (M),Tue,Home,D,1,1,Venezuela,1,,,,,,0,0,18:30:00,/en/matches/9b838daa/IR-Iran-Venezuela-November-20-2018-Friendlies-M
,2018,IR Iran,2018-12-24 Palestine-Palestine,2018-12-24,Friendlies (M),Mon,Neutral,D,1,1,Palestine,1,,,,,,0,0,17:00:00,/en/matches/ee624424/IR-Iran-Palestine-December-24-2018-Friendlies-M
,2018,IR Iran,2018-12-31 Qatar-IR Iran,2018-12-31,Friendlies (M),Mon,Away,W,2,1,Qatar,2,,,,,,0,0,20:00:00,/en/matches/5150ec92/Qatar-IR-Iran-December-31-2018-Friendlies-M
,2018,Iceland,2016-09-05 Ukraine-Iceland,2016-09-05,First round,Mon,Away,D,1,1,Ukraine,1,,,,,,0,0,21:45:00,/en/matches/6633e8c0/Ukraine-Iceland-September-5-2016-WCQ----UEFA-M
,2018,Iceland,2016-10-06 Iceland-Finland,2016-10-06,First round,Thu,Home,W,3,2,Finland,3,,,,,,0,1,18:45:00,/en/matches/2e56cc14/Iceland-Finland-October-6-2016-WCQ----UEFA-M
,2018,Iceland,2016-10-09 Iceland-Türkiye,2016-10-09,First round,Sun,Home,W,2,0,Türkiye,1,,,,,,0,0,18:45:00,/en/matches/2561597b/Iceland-Turkiye-October-9-2016-WCQ----UEFA-M
,2018,Iceland,2016-11-12 Croatia-Iceland,2016-11-12,First round,Sat,Away,L,0,2,Croatia,0,,,,,,0,0,18:00:00,/en/matches/0e3fbbff/Croatia-Iceland-November-12-2016-WCQ----UEFA-M
,2018,Iceland,2017-03-24 Kosovo-Iceland,2017-03-24,First round,Fri,Away,W,2,1,Kosovo,2,,,,,,1,1,20:45:00,/en/matches/16d843dd/Kosovo-Iceland-March-24-2017-WCQ----UEFA-M
,2018,Iceland,2017-06-11 Iceland-Croatia,2017-06-11,First round,Sun,Home,W,1,0,Croatia,1,,,,,,0,0,18:45:00,/en/matches/f6d82230/Iceland-Croatia-June-11-2017-WCQ----UEFA-M
,2018,Iceland,2017-09-02 Finland-Iceland,2017-09-02,First round,Sat,Away,L,0,1,Finland,0,,,,,,0,0,19:00:00,/en/matches/e597c6b9/Finland-Iceland-September-2-2017-WCQ----UEFA-M
,2018,Iceland,2017-09-05 Iceland-Ukraine,2017-09-05,First round,Tue,Home,W,2,0,Ukraine,2,,,,,,0,0,18:45:00,/en/matches/a89d2754/Iceland-Ukraine-September-5-2017-WCQ----UEFA-M
,2018,Iceland,2017-10-06 Türkiye-Iceland,2017-10-06,First round,Fri,Away,W,3,0,Türkiye,3,,,,,,0,0,21:45:00,/en/matches/2efd3fc4/Turkiye-Iceland-October-6-2017-WCQ----UEFA-M
,2018,Iceland,2017-10-09 Iceland-Kosovo,2017-10-09,First round,Mon,Home,W,2,0,Kosovo,2,,,,,,0,0,18:45:00,/en/matches/774886d0/Iceland-Kosovo-October-9-2017-WCQ----UEFA-M
,2018,Iceland,2018-03-23 Mexico-Iceland,2018-03-23,Friendlies (M),Fri,Away,L,0,3,Mexico,0,,,,,,0,0,19:00:00,/en/matches/c0d64b3f/Mexico-Iceland-March-23-2018-Friendlies-M
,2018,Iceland,2018-03-27 Iceland-Peru,2018-03-27,Friendlies (M),Tue,Home,L,1,3,Peru,1,,,,,,0,0,20:00:00,/en/matches/17a8dcf4/Iceland-Peru-March-27-2018-Friendlies-M
,2018,Iceland,2018-06-02 Iceland-Norway,2018-06-02,Friendlies (M),Sat,Home,L,2,3,Norway,2,,,,,,1,1,20:00:00,/en/matches/3f07a6d8/Iceland-Norway-June-2-2018-Friendlies-M
,2018,Iceland,2018-06-07 Iceland-Ghana,2018-06-07,Friendlies (M),Thu,Home,D,2,2,Ghana,2,,,,,,0,0,20:00:00,/en/matches/1ce57808/Iceland-Ghana-June-7-2018-Friendlies-M
,2018,Iceland,2018-06-16 Argentina-Argentina,2018-06-16,Group stage,Sat,Neutral,D,1,1,Argentina,1,8,2,25.0,0.13,0.5,0,0,16:00:00,/en/matches/1b352279/Argentina-Iceland-June-16-2018-World-Cup
,2018,Iceland,2018-06-22 Nigeria-Nigeria,2018-06-22,Group stage,Fri,Neutral,L,0,2,Nigeria,0,9,3,33.3,0.0,0.0,0,1,18:00:00,/en/matches/66f80ae4/Nigeria-Iceland-June-22-2018-World-Cup
